"id","question_text","role","creator_type","user_id","created_at"
"8f7e3ec7-9066-456a-bb63-1a94856d10c0","객체 지향 프로그래밍의 특징에 대해 말씀해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"d7240d70-c064-45b9-827f-76bb4bef3bc8","객체 지향 프로그래밍의 장단점에 대해 말씀해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"a1f5a876-c986-46d2-8b8a-d03a9467ef78","REST API에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"93763d28-3923-40a8-badb-2bce06abd653","Git Flow에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"54338f01-2847-411c-8fdc-1aaf92a9c2c2","SEO에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"f7569dc3-efac-46a9-be54-0f320a197745","BOM과 DOM에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"d88676c8-f364-43a1-82e4-a240a4cd945b","리플로우와 리페인트에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"b6e5b5ee-c607-492a-904e-958b95e1e0c8","리플로우와 리페인트의 발생 조건에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"1861e021-920c-4352-af5b-409d06852df6","visibility 속성은 리플로우를 발생시킬까요?","fe","admin","",16/04/25 09:30:38.186415000
"21257fec-9fff-4cd4-b4df-c059874ee46a","Agile에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"eab93766-5ae8-4626-8a19-643adb58004b","dependencies 와 devDependencies 차이에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"de22fe04-a295-423e-9d0e-242f77eeaed5","XSS와 CSRF에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"ba6c33f2-1495-4dee-a7f9-f324b23bbce7","인증과 인가에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"bd692644-1b77-4ad9-aa05-22b656859501","package.json에서 private에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"0378d73c-2d29-4a9d-be7d-ebca3cefcc1a","프로젝트를 npm에 배포하려면 어떤 설정이 필요할까나요?","fe","admin","",16/04/25 09:30:38.186415000
"5e07fe7d-38a6-4004-aa9b-75d06dc0d9b6","SEO는 어떤 식으로 신경쓰셨나요?","fe","admin","",16/04/25 09:30:38.186415000
"8a41804e-931d-4cad-a1b1-72c53813a97b","어플리케이션의 성능은 어떤식으로 측정하셨나요?","fe","admin","",16/04/25 09:30:38.186415000
"cc5f2a2a-05a7-45f7-a833-51ffbe6ed2c1","LightHouse 결과가 좋지 않을 때, 프로젝트에서 병목 현상은 어떻게 해결할 수 있을까요?","fe","admin","",16/04/25 09:30:38.186415000
"f886d121-aa8d-4844-8758-124d79e24571","주소창에 주소를 입력했을 때의 흐름을 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"4dee2516-e334-4d22-bc5b-7b65308d078b","React의 원리, 특징, 장단점이 무엇인가요?","fe","admin","",16/04/25 09:30:38.186415000
"c9132d3f-e8e6-4294-9c2d-43586ca06507","ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇ2","user","user","103049613312462342972",16/04/25 09:31:29.639752000
"6cf56944-1969-4d48-bee1-421ff0b7ef17","ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇ3","user","user","103049613312462342972",16/04/25 09:31:29.639752000
"75c25294-7c79-4b8b-9e5b-624ff9f70d2a","ㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈㅈ3","user","user","104839411969251028003",16/04/25 09:31:29.639752000
"9e4cec22-869f-45ea-950a-3330cd4bf8af","hshshshsuauauauahahagagayg","user","user","104980115870020159349",16/04/25 09:31:29.639752000
"16d9003d-cac1-4720-9c04-3b695ca9baec","2222222222222222","user","user","117120305480514663322",16/04/25 12:48:50.810737000
"27b4ee3c-1f6f-40b7-956c-019cdaca9d44","22222222222222","user","user","117120305480514663322",16/04/25 12:48:50.888772000
"2db7f542-e925-4b0b-a3a5-e30a622d8011","2222222222","user","user","117120305480514663322",16/04/25 12:48:50.927947000
"8b94be59-e9a8-4acf-bd58-f33a4ae267d9","222222222222","user","user","117120305480514663322",16/04/25 12:48:51.002654000
"5756c169-bca5-407d-bc48-e16706fd119c","ㅈㄹㅇㅈㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹ","user","user","104839411969251028003",16/04/25 09:31:29.639752000
"223e1570-4de9-4713-9062-b7f34ea61ad1","px, em, rem의 차이에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"3b1bccb0-1f7a-4785-b2d9-a5fbf93c6e6d","CSS로 반응형 웹을 구현할 때는 주로 어떤 단위를 사용하시나요?","fe","admin","",16/04/25 09:30:38.186415000
"a75a38c3-f09b-404b-a6cb-a0c1d5007f9e","vw, vh에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"39b542c8-8045-43ec-b4ce-f7a2d8b26389","CSS 선택자의 우선순위에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"2fe86256-c782-489c-84cc-de484d301717","페이지 크기가 변해도 항상 같은 비율을 유지하는 요소를 만들려면 CSS를 어떻게 설정해야될까요?","fe","admin","",16/04/25 09:30:38.186415000
"c3e4a299-5a52-4a27-808c-2929227623ca","Flexbox에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"b674be4b-7b28-4425-81f4-792bb6aced6e","float의 동작에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"45e21ce4-9509-449b-ba96-97dc25bb2812","CSS에서 Cascading에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"83bb1b7c-95e6-47a5-bd35-69b52f880441","SCSS에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"29d71aa8-8898-4825-8be9-1f8f1522e903","position 속성에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"b312d19b-3053-4874-9d5e-d18efd0b859d","margin과 padding에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"388385a0-8bb6-4ff6-9f7a-bdca159408c6","HTML 렌더링 도중 JavaScript가 실행되면 렌더링이 멈추는 이유가 뭔가요?","fe","admin","",16/04/25 09:30:38.186415000
"3d82b901-ad98-4dd2-bc37-7078bf62c6fd","Attribute와 Property의 차이에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"26f02d24-b27c-475f-a413-3076800d4d40","display 속성에 어떤 것들이 있는지 설명해 주세요.","fe","admin","",16/04/25 09:30:38.186415000
"165e0071-5dbe-430e-ae2d-bfb1ec3d6a96","CSS 애니메이션과 JS 애니메이션의 차이에 대해서 설명해 주세요.","fe","admin","",16/04/25 09:30:38.186415000
"90fe8465-fd33-496d-959a-9b641bdb2cb5","CSS in JS의 장단점에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"771e8a20-197d-4612-b303-ffcd33e91669","시맨틱 마크업에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"01bf1c75-8247-4044-8ef8-b44c129e5bf6","HTML5의 태그에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"bdff08ec-aefc-4b46-8c86-617d7aedefa7","script 태그에서 Async와 Defer의 차이에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"fd505c76-587f-4796-9ca0-10400a71359d","가상 클래스에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"070857e0-0154-43e2-a915-28ae7f3b2fa9","margin 병합에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"9c74d0ca-58da-4c64-9d11-93541bb186cb","자바스크립트는 무슨 언어인가요?","fe","admin","",16/04/25 09:30:38.186415000
"482ff98b-b605-4848-825b-7d5e3c889aae","변수 선언, 초기화, 할당의 차이점에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"d521edcf-7097-4dc0-bf9f-94ff6286952b","데이터 타입에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"6bc8763b-cfaa-419b-baed-1e37738c179c","생성자에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"c2edaa41-c550-4b9a-98bb-c970241cc981","this에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"4dd41571-b737-46e4-a143-8802ce2c48cb","call, apply, bind에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"e1b3f552-3486-4228-a6b0-f994451f588c","콜백 함수에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"84e3c880-7446-41df-af47-cc6512ee2eec","콜백 지옥을 해결하는 방법을 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"9c7ffacc-0181-4b39-9e1c-be6ba26f6c7c","Promise에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"6b41208d-47ba-4a84-8dbc-82aa649e5e92","Promise.all() 에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"482e3de9-aaa1-434b-bd8b-f32210d0c900","Promise와 Callback를 비교 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"19682315-c5c6-43d4-be23-80aaa3f58cfd","Async, Await이 뭔지 그리고 사용 방법을 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"a504d87c-6a74-4837-8422-ca0938835a46","Promise와 Async, Await의 차이를 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"de578c6c-045a-41c3-a29e-894acbea3ff7","AJAX에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"6e6f6839-b2d0-4140-9185-e0b079c98583","var, let, const 차이를 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"5ddab6b2-4636-4a41-8784-ee2425f2c8cc","TDZ에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"cbdb8186-3f5c-4ca3-864f-2765b7688730","함수 선언형과 함수 표현식의 차이에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"63f486be-84e1-4476-bd01-01ff31ce70a7","이벤트 버블링과 캡처링에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"0566b34b-4b1f-413b-8eeb-bf20c1b1e8ff","이벤트 위임에 대해서 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"a2101cf5-6bd0-43d2-8e20-e287a211692e","이벤트 위임의 동작 방식에 대해서 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"ea420437-63f0-4681-9e30-70dfa314b166","호이스팅과 발생하는 이유에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"0d7a19be-a601-427d-920b-b479c08c1426","스코프 (Scope)에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"7feb07d8-abbd-429f-99e7-5a7fecaecf31","스코프 체인에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"f8f3fdb7-3e2d-41f0-b6b8-ec4f31cbd010","클로저(Closure)에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"300267b9-2d72-4186-ba70-e424f44af465","실행 컨텍스트에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"50d44318-b2f4-4032-8509-713cf9752c8c","렉시컬 환경(Lexical Environment)에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"45062de8-9e1f-4b50-9ec1-8c5d41e2f5b3","자바스크립트에서 일어나는 데이터 형변환에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"52f350fd-a418-4768-87d5-957271805e4c","자바스크립트가 동적 언어인 이유는 무엇인가요?","fe","admin","",16/04/25 09:30:38.186415000
"2af69bf5-aadd-4229-adb0-85b483b16c58","프로토타입에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"06449434-dccc-4375-9552-b1009d5f1937","깊은 복사와 얕은 복사에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"54ae0148-09a7-4f73-8a09-4ef047f4148e","불변성을 유지하려면 어떻게 해야하나요?","fe","admin","",16/04/25 09:30:38.186415000
"d16bc3fb-e3b1-4c2e-8924-28931a72e0f4","Blocking과 Non-Blocking에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"080acdf1-75f1-402d-bf98-ff1cba6fee11","동기와 비동기에 대해 설명해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"d3dbc34f-0f9c-41d7-b395-f0ba2bd15d3c","ES6에서 새로 생긴 기능을 아는대로 말씀해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"56377ddb-1cb1-4e98-b82f-2538a07b6878","undefined, null, undeclared를 비교해주세요.","fe","admin","",16/04/25 09:30:38.186415000
"1d00a3bf-fd57-4580-9d58-184f7e4b091a","자바스크립트에서 비동기 로직이 어떻게 동작하는지 설명해주세요. (이벤트 루프)","fe","admin","",16/04/25 09:30:38.186415000
"df6eebcf-1409-4518-ae01-7d2dd59ac0fc","태스크 큐와 마이크로 태스트 큐에는 어떤 함수가 들어가나요?","fe","admin","",16/04/25 09:30:38.186415000
"19a9eaef-c4c6-4398-bddb-60a7312f6230","URLSession에 대해서 설명해주세요.","ios","admin","",16/04/25 09:30:38.186415000
"f63ec1c9-8b5a-46e7-b59d-567a8f94a508","URLSessionConfiguration 종류에 대해 설명해주세요.","ios","admin","",16/04/25 09:30:38.186415000
"44ef8d9c-b238-41b4-ad87-91e7dd06c37b","URLDownloadTask와 URLSessionDataTask의 차이에 대해 설명해주세요.","ios","admin","",16/04/25 09:30:38.186415000
"21cab9a9-8531-480f-81f4-4bdb0e46e9f5","prepareForReuse에 대해서 설명해주세요.","ios","admin","",16/04/25 09:30:38.186415000
"92184864-dbe9-46c1-8050-450b40a6507f","다크모드를 지원하는 방법에 대해 설명해주세요.","ios","admin","",16/04/25 09:30:38.186415000
"74a51f08-156e-4e57-a90a-d873762364f9","ViewController의 생명주기를 설명해주세요.","ios","admin","",16/04/25 09:30:38.186415000
"50fd928f-3ec2-48cc-833c-c4ca2b29a80a","TableView와 CollectionView의 차이점을 설명해주세요.","ios","admin","",16/04/25 09:30:38.186415000
"2ef6a461-181f-4715-8f81-40455a5c92fc","오토레이아웃을 코드로 작성하는 방법은 무엇인가요?","ios","admin","",16/04/25 09:30:38.186415000
"7e88f97f-fc1f-49e2-aea9-2df1d7a3a77f","hugging, resistance에 대해서 설명해주세요.","ios","admin","",16/04/25 09:30:38.186415000
"e8008f52-3400-4d23-9430-3894d96def9a","Intrinsic Size에 대해서 설명해주세요.","ios","admin","",16/04/25 09:30:38.186415000
"b2dd910e-fbe5-425d-88e0-1bc4cb5c5955","스토리보드를 이용했을 때의 장단점을 설명해주세요.","ios","admin","",16/04/25 09:30:38.186415000
"6a36af80-e625-44fb-91f0-011aabe9143b","Safearea에 대해서 설명해주세요.","ios","admin","",16/04/25 09:30:38.186415000
"8719ea01-12b2-4142-b7e2-ef09527ead15","Left Constraint 와 Leading Constraint 의 차이점을 설명해주세요.","ios","admin","",16/04/25 09:30:38.186415000
"f578cf54-6193-4bf4-bef3-35ec1623cf2b","UIControl에 대해서 설명해주세요.","ios","admin","",16/04/25 09:30:38.186415000
"72f40202-dc5e-430d-8b97-753dbb3d6232","CollectionViewLayout을 커스텀하게 정의할 때 prepare 메서드가 언제 불리고 어떤 역할을 하는지 설명해주세요.","ios","admin","",16/04/25 09:30:38.186415000
"b2f420ec-0dcc-403e-b30c-ac723424caf7","#selector의 역할이 무엇인지에 대해 설명해주세요.","ios","admin","",16/04/25 09:30:38.186415000
"e26b9fec-ca7d-47f1-af60-a755881727ad","Autoresizing과 Autolayout의 차이에 대해 설명해주세요.","ios","admin","",16/04/25 09:30:38.186415000
"23826f86-9071-4c04-9155-771f41dc792e","super.viewDidLoad()를 제거하면 어떤 일이 일어나는지 설명해주세요.","ios","admin","",16/04/25 09:30:38.186415000
"cc8e2a03-05ba-4bfb-9e71-b25a4a8e9fe8","UIResponder에 대해 설명해주세요.","ios","admin","",16/04/25 09:30:38.186415000
"230601aa-6730-456d-9588-93a5888ecf05","Responder Chain에 대해 설명해주세요.","ios","admin","",16/04/25 09:30:38.186415000
"5abce042-1034-42f0-870d-1e357c77b4bd","기본적으로 클래스별로 이벤트가 전달되는 순서가 어떤지에 대해 설명해주세요.","ios","admin","",16/04/25 09:30:38.186415000
"a464754b-1178-4a44-b8b5-3dbd3ecca361","Responder Chain을 임의로 변경하려면 어떻게 해야할까요?","ios","admin","",16/04/25 09:30:38.186415000
"9c03f3d0-5f6b-4ce6-8568-220afd886d57","이벤트는 어떤 형태로 전달되나요? 터치 이벤트는 다른게 있나요?","ios","admin","",16/04/25 09:30:38.186415000
"9f593962-ce7b-4d75-b10f-8e9d643dd91f","UIControl에서 이벤트가 발생하면 해당 이벤트를 처리하기까지의 과정을 설명해주세요.","ios","admin","",16/04/25 09:30:38.186415000
"9d551ec4-09cf-4452-b5ee-52661562e9d9","UI 작업을 메인스레드에서 처리해야하는 이유에 대해 설명해주세요.","ios","admin","",16/04/25 09:30:38.186415000
"859393ca-3cad-4560-8842-b9a3d1cce00b","UIViewController의 상위 클래스들을 모두 말하고 설명해주세요.","ios","admin","",16/04/25 09:30:38.186415000
"f61c6599-1792-4f4b-bed9-e66551666f20","앱이 처음 시작되면 어떤 일들이 일어나는지 설명해주세요.","ios","admin","",16/04/25 09:30:38.186415000
"e7b4d5a6-1ff2-4396-bcd1-648920ff37dc","AndroidManifest.xml에 대해 설명해주세요.","android","admin","",16/04/25 09:30:38.186415000
"8f5d5f48-9968-4903-adf9-2eb1a02ff6a3","제네릭에 대해 설명해주세요.","android","admin","",16/04/25 09:30:38.186415000
"203b86fa-dfb8-4ec9-9ad6-fcaee3d91415","MVVM ViewModel과 AAC ViewModel 차이점에 대해 설명해주세요.","android","admin","",16/04/25 09:30:38.186415000
"3201350d-f4d1-4524-8132-da4fb87684fa","안드로이드 앱의 생명주기에 대해 설명해주세요.","android","admin","",16/04/25 09:30:38.186415000
"1abb3dcc-c690-4e3c-945f-280e10891689","안드로이드의 4대 컴포넌트에 대해 설명해주세요.","android","admin","",16/04/25 09:30:38.186415000
"bd20b038-0bda-426f-b7ad-dff7382c4b75","Activity와 Fragment에 대해 설명해주세요.","android","admin","",16/04/25 09:30:38.186415000
"ba5bf53b-8c71-4227-87fb-2fc1305c4c30","복수의 Fragment 간 데이터 전달 방법을 설명 해주세요.","android","admin","",16/04/25 09:30:38.186415000
"3db7d76b-4697-44cc-a97c-967c14273f1a","화면이 전환 되었을 때 Fragment가 어떻게 되는지 설명할 수 있나요?","android","admin","",16/04/25 09:30:38.186415000
"8f73f811-9bae-460d-adcc-24117bb54683","Fragment로만 이루어지는 앱의 장점과 단점에 대해 설명해주세요.","android","admin","",16/04/25 09:30:38.186415000
"f62a622d-3833-4368-9c1b-6cb21b6c43ba","Room과 SharedPreferences에 대해 설명해주세요.","android","admin","",16/04/25 09:30:38.186415000
"ce118321-05b3-43c7-929a-694dc117cb39","List View와 Recycler View의 차이는?","android","admin","",16/04/25 09:30:38.186415000
"e9265b89-e133-439a-92a3-c49a88441d87","ConstraintLayout의 장점과 RelativeLayout과 무엇이 다른지 차이를 설명해주세요.","android","admin","",16/04/25 09:30:38.186415000
"cfe762c4-ca42-4e88-b32d-850559bb3222","AAC LiveData와 ViewModel 이 무엇인지 설명해주세요.","android","admin","",16/04/25 09:30:38.186415000
"24c513c4-a4fd-4836-8237-b016bc8898bc","lateinit과 lazy 차이점은?","android","admin","",16/04/25 09:30:38.186415000
"6f00ec59-3cdd-46d5-ab02-ffec39b4adf8","Context란 무엇인가요?","android","admin","",16/04/25 09:30:38.186415000
"de074c3f-7849-447f-9ee0-16e50f81374e","interface와 abstract class에 대해 설명해주세요.","android","admin","",16/04/25 09:30:38.186415000
"7fcda31e-ae60-48eb-adad-05ee189e527d","클래스, 오브젝트(객체), 인스턴스에 대해 설명해주세요.","android","admin","",16/04/25 09:30:38.186415000
"378980f0-ebf2-441a-a608-c18623c6349a","동시성과 병렬성에 대해 설명해주세요.","android","admin","",16/04/25 09:30:38.186415000
"b81d8d50-e427-4e51-9ba2-33481935dc97","동기, 비동기를 설명해주세요.","android","admin","",16/04/25 09:30:38.186415000
"0671eb02-2f47-466a-b472-1adc287db2d8","여러개의 비동기를 동시에 처리해서 결과를 한꺼번에 보여주려면 어떻게 해야할까요?","android","admin","",16/04/25 09:30:38.186415000
"eba84830-8e08-4809-9f6f-d92900058752","블로킹, 논블로킹에 대해 설명해주세요.","android","admin","",16/04/25 09:30:38.186415000
"3b2066cd-104b-479b-aa2d-dff0d89861ed","프로세스와 스레드에 대해 설명해주세요.","android","admin","",16/04/25 09:30:38.186415000
"232a64fd-c2f9-4c9c-9db2-804a4095131a","교착 상태에 대해 설명해주세요.","android","admin","",16/04/25 09:30:38.186415000
"4e4bfa24-5343-4874-90fa-9493fa7c4a6f","Rxjava를 사용하면 좋은 점에 대해 설명해주세요.","android","admin","",16/04/25 09:30:38.186415000
"8113027b-4aed-4bda-bd78-ff91178902c6","반응형 프로그래밍이 무엇인가요?","android","admin","",16/04/25 09:30:38.186415000
"5b1212b9-758e-4a05-ac83-4c7a0727953a","선언형프로그래밍이 무엇인가요?","android","admin","",16/04/25 09:30:38.186415000
"a07e6472-147b-4ace-9765-93d8641e2fcf","Hashable 프로토콜을 채택하는 커스텀 타입이 Equtable도 채택해야하는 이유가 무엇인가요?","ios","admin","",16/04/25 09:30:38.186415000
"ba045dc9-4c12-4b11-8c6e-42e5d0c14cf4","열거형도 Hashable을 채택했을 때 자동으로 Hashable하게 만들 수 있나요?","ios","admin","",16/04/25 09:30:38.186415000
"d6931d9f-1346-44eb-ae27-b953575e97e2","init?()과 init()은 어떤 차이가 있나요?","ios","admin","",16/04/25 09:30:38.186415000
